chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
11	123270000	123280000	11	123340000	123350000	255,255,0	229	112.637	113.623	123.365	129.417	7.18917779029e-14	7.45762274711e-14	1.22531146669e-05	1.24850599971e-05	2	123280000	123345000	5000.0
10	78930000	78940000	10	79400000	79410000	255,255,0	229	59.4942	57.4207	78.3182	64.9591	3.57165295936e-53	1.92529140984e-53	1.26086896995e-24	7.76211016031e-38	7	78933571	79402142	15452.3626091
10	112500000	112510000	10	112640000	112650000	255,255,0	229	105.485	93.9141	107.288	118.814	7.18917779029e-14	6.52522006781e-25	1.12494788402e-13	1.17063806485e-13	8	112507500	112647500	17677.6695297
5	86410000	86420000	5	86520000	86530000	255,255,0	229	79.2065	97.66	113.083	102.971	8.35951536244e-25	7.45762274711e-14	1.12494788402e-13	1.17063806485e-13	1	86415000	86525000	0
4	68410000	68420000	4	68560000	68570000	255,255,0	229	118.36	112.996	134.507	126.059	7.18917779029e-14	7.45762274711e-14	1.22531146669e-05	1.24850599971e-05	1	68415000	68565000	0
3	49570000	49580000	3	49710000	49720000	255,255,0	229	115.427	99.9803	113.944	107.452	7.18917779029e-14	7.45762274711e-14	1.12494788402e-13	1.17063806485e-13	3	49571666	49708333	7453.559925
3	72980000	72990000	3	73130000	73140000	255,255,0	229	104.027	83.4705	111.553	92.4446	7.18917779029e-14	6.52522006781e-25	1.12494788402e-13	1.28326906231e-24	9	72990555	73123888	19404.7213295
21	35880000	35890000	21	35950000	35960000	255,255,0	228	92.4473	112.916	131.958	131.117	1.86337459455e-24	1.311258906e-13	1.71430778766e-05	1.75192700453e-05	7	35882142	35976428	28713.9303461
19	15290000	15300000	19	15660000	15670000	255,255,0	228	74.6823	88.2421	102.552	109.057	1.20048542482e-37	1.45466277416e-24	1.9838042786e-13	2.04995284521e-13	6	15286666	15671666	13437.0962472
18	60680000	60690000	18	60990000	61000000	255,255,0	228	54.7629	60.6526	77.5515	78.4081	1.18529986125e-52	6.75046811612e-53	2.77317813062e-24	2.85009905543e-24	9	60686111	60998333	16703.6626426
12	62830000	62840000	12	63180000	63190000	255,255,0	228	62.1556	66.5648	80.4529	92.8576	1.20048542482e-37	8.85581442863e-38	2.77317813062e-24	2.85009905543e-24	8	62830000	63195000	18027.7563773
11	107440000	107450000	11	107550000	107560000	255,255,0	228	80.94	88.5619	103.756	111.564	1.86337459455e-24	1.45466277416e-24	1.9838042786e-13	2.04995284521e-13	8	107435000	107560000	20615.5281281
11	111800000	111810000	11	111850000	111860000	255,255,0	228	105.201	116.874	117.046	119.237	1.26242003792e-13	1.311258906e-13	1.9838042786e-13	2.04995284521e-13	1	111805000	111855000	0
11	121110000	121120000	11	121460000	121470000	255,255,0	228	123.034	111.219	117.174	147.216	9.78666536193e-06	1.311258906e-13	1.9838042786e-13	1.75192700453e-05	4	121112500	121462500	12747.548784
9	77390000	77400000	9	77690000	77700000	255,255,0	228	51.7744	48.3904	73.1511	53.2409	1.18529986125e-52	2.13806564035e-69	2.15305925323e-37	1.9628164812e-52	5	77393000	77691000	12649.1106407
3	113210000	113220000	3	113270000	113280000	255,255,0	228	102.989	109.746	145.995	107.015	1.26242003792e-13	1.311258906e-13	1.71430778766e-05	2.04995284521e-13	6	113211666	113293333	18633.8998125
3	182840000	182850000	3	183100000	183110000	255,255,0	228	70.3028	67.9156	79.0328	96.052	1.20048542482e-37	8.85581442863e-38	2.77317813062e-24	2.85009905543e-24	9	182838333	183100555	16923.9402352
2	198050000	198060000	2	198240000	198250000	255,255,0	228	88.7908	96.7964	129.606	103.927	1.86337459455e-24	1.45466277416e-24	1.71430778766e-05	2.04995284521e-13	2	198055000	198240000	5000.0
1	920000	930000	1	990000	1000000	255,255,0	228	113.546	119.453	130.588	149.198	1.26242003792e-13	1.311258906e-13	1.71430778766e-05	1.75192700453e-05	3	921666	1001666	7453.559925
1	108320000	108330000	1	108660000	108670000	255,255,0	228	52.5812	44.7265	61.3887	51.7613	1.18529986125e-52	2.13806564035e-69	1.48668841741e-52	1.9628164812e-52	8	108326250	108666250	14252.1928137
21	26980000	26990000	21	27100000	27110000	255,255,0	227	94.7187	80.7501	117.389	83.7234	4.09106213399e-24	3.17234791455e-24	3.44730278284e-13	6.19486471059e-24	7	26980714	27092142	17670.4526812
17	40470000	40480000	17	40670000	40680000	255,255,0	227	86.771	88.9536	98.1623	109.654	4.09106213399e-24	3.17234791455e-24	3.44730278284e-13	3.5646118477e-13	7	40475000	40675000	22360.679775
17	56370000	56380000	17	56520000	56530000	255,255,0	227	102.669	100.552	105.927	114.392	2.21436160379e-13	2.30720559157e-13	3.44730278284e-13	3.5646118477e-13	1	56375000	56525000	0
17	70550000	70560000	17	70720000	70730000	255,255,0	227	99.34	68.1436	87.03	70.6633	2.21436160379e-13	2.4350351074e-37	6.10740469812e-24	5.91455353865e-37	5	70559000	70717000	12649.1106407
17	80310000	80320000	17	80510000	80520000	255,255,0	227	84.4364	92.203	102.256	116.533	4.09106213399e-24	3.17234791455e-24	3.44730278284e-13	3.5646118477e-13	4	80312500	80512500	12747.548784
10	69610000	69620000	10	69910000	69920000	255,255,0	227	61.4293	66.6661	82.1644	75.8971	3.25525338203e-37	2.4350351074e-37	6.10740469812e-24	5.91455353865e-37	4	69617500	69915000	10307.764064
9	125220000	125230000	9	125570000	125580000	255,255,0	227	75.4033	61.1193	64.702	85.0658	3.25525338203e-37	2.35767280156e-52	5.87837041409e-37	6.19486471059e-24	8	125232500	125572500	22638.4628453
6	111370000	111380000	6	111530000	111540000	255,255,0	227	104.037	103.533	101.963	136.899	2.21436160379e-13	2.30720559157e-13	3.44730278284e-13	2.4419741405e-05	4	111362500	111537500	27613.402543
6	132990000	133000000	6	133080000	133090000	255,255,0	227	80.826	92.89	114.268	92.5738	4.09106213399e-24	3.17234791455e-24	3.44730278284e-13	6.19486471059e-24	6	132991666	133098333	16996.731712
4	79580000	79590000	4	79690000	79700000	255,255,0	227	93.6449	123.637	146.981	144.045	4.09106213399e-24	1.7372518429e-05	2.39587662082e-05	2.4419741405e-05	4	79565000	79687500	21360.0093633
4	88950000	88960000	4	89130000	89140000	255,255,0	227	77.944	69.8871	73.8653	85.5046	4.09106213399e-24	2.4350351074e-37	5.87837041409e-37	6.19486471059e-24	4	88952500	89135000	10307.764064
2	158180000	158190000	2	158340000	158350000	255,255,0	227	119.403	108.285	150.677	113.648	2.21436160379e-13	2.30720559157e-13	2.39587662082e-05	3.5646118477e-13	6	158178333	158345000	16666.6666667
1	55140000	55150000	1	55270000	55280000	255,255,0	227	114.99	106.677	116.625	116.262	2.21436160379e-13	2.30720559157e-13	3.44730278284e-13	3.5646118477e-13	6	55136666	55271666	18633.8998125
1	92770000	92780000	1	93060000	93070000	255,255,0	227	56.9852	65.9786	84.2041	79.8587	4.07871758889e-52	2.4350351074e-37	6.10740469812e-24	6.19486471059e-24	9	92778333	93076111	18888.8888889
1	160060000	160070000	1	160220000	160230000	255,255,0	227	115.428	111.183	148.712	114.622	2.21436160379e-13	2.30720559157e-13	2.39587662082e-05	3.5646118477e-13	3	160071666	160221666	7453.55992499
20	57440000	57450000	20	57790000	57800000	255,255,0	226	52.0079	59.0258	78.8116	70.0884	1.39917500348e-51	8.28850398027e-52	1.34630717682e-23	1.65371173158e-36	9	57443888	57791666	16703.6626426
19	46580000	46590000	19	46760000	46770000	255,255,0	226	87.9149	101.817	116.581	122.286	8.9213034253e-24	4.01879074204e-13	5.98909751534e-13	3.38280244309e-05	2	46585000	46770000	5000.0
14	25070000	25080000	14	25140000	25150000	255,255,0	226	116.004	107.84	121.493	110.211	3.85904339743e-13	4.01879074204e-13	5.98909751534e-13	6.25483659352e-13	4	25075000	25142500	10307.764064
14	106320000	106330000	14	106550000	106560000	255,255,0	226	24.3712	27.3308	45.3715	26.5587	2.1037061195e-124	6.72255640357e-105	9.58002445769e-68	1.04040068246e-104	6	106323333	106561666	13437.0962472
11	16840000	16850000	11	17080000	17090000	255,255,0	226	68.2742	74.4017	81.8066	99.0006	9.05537126521e-37	6.74555917522e-37	1.34630717682e-23	6.25483659352e-13	3	16838333	17088333	7453.559925
10	49570000	49580000	10	49710000	49720000	255,255,0	226	78.8823	78.9193	101.95	87.553	8.9213034253e-24	7.01549503624e-24	5.98909751534e-13	1.35202033427e-23	2	49570000	49715000	5000.0
1	116250000	116260000	1	116310000	116320000	255,255,0	226	112.802	109.214	113.713	122.8	3.85904339743e-13	4.01879074204e-13	5.98909751534e-13	3.38280244309e-05	4	116255000	116312500	10307.764064
22	37180000	37190000	22	37370000	37380000	255,255,0	225	79.2403	92.0142	107.934	108.74	1.92132016193e-23	1.53928498894e-23	1.03912829412e-12	1.08587555668e-12	6	37175000	37370000	11180.3398875
21	32570000	32580000	21	32950000	32960000	255,255,0	225	60.9672	63.6304	78.2952	75.4393	4.70596787349e-51	1.82822200539e-36	2.90744473519e-23	4.52171355268e-36	8	32567500	32962500	19039.4327647
18	74110000	74120000	18	74420000	74430000	255,255,0	225	79.4959	73.1602	98.2145	86.9622	1.92132016193e-23	1.82822200539e-36	1.03912829412e-12	2.93305932986e-23	7	74109285	74413571	19430.6721553
16	8980000	8990000	16	9220000	9230000	255,255,0	225	125.691	87.038	94.0983	110.866	2.5982797913e-05	1.53928498894e-23	2.90744473519e-23	1.08587555668e-12	3	8981666	9225000	16666.6666667
15	99820000	99830000	15	100240000	100250000	255,255,0	225	68.1408	78.8079	107.952	81.2722	2.49680727033e-36	1.53928498894e-23	1.03912829412e-12	2.93305932986e-23	6	99821666	100253333	15723.3018868
9	21810000	21820000	9	22000000	22010000	255,255,0	225	67.3528	60.461	93.8892	57.9407	2.49680727033e-36	2.84218564509e-51	2.90744473519e-23	8.26959516938e-51	9	21818333	22005000	30184.6171271
9	137590000	137600000	9	137870000	137880000	255,255,0	225	75.6765	83.8969	96.3573	97.826	2.49680727033e-36	1.53928498894e-23	2.90744473519e-23	1.08587555668e-12	3	137588333	137871666	7453.55992499
8	42270000	42280000	8	42520000	42530000	255,255,0	225	77.7509	61.6147	72.9338	81.5521	1.92132016193e-23	1.82822200539e-36	4.49552430183e-36	2.93305932986e-23	9	42275000	42525000	14142.1356237
7	97920000	97930000	7	98030000	98040000	255,255,0	225	119.431	103.412	110.435	128.992	6.67941607828e-13	6.98864115612e-13	1.03912829412e-12	4.63650621393e-05	5	97925000	98035000	10000.0
5	102560000	102570000	5	102810000	102820000	255,255,0	225	84.9541	68.8411	79.6795	85.7101	1.92132016193e-23	1.82822200539e-36	2.90744473519e-23	2.93305932986e-23	8	102572500	102810000	16770.5098312
3	187450000	187460000	3	188670000	188680000	255,255,0	225	28.098	31.3379	43.8516	35.6497	6.68612120849e-104	4.81884357621e-85	3.9120257172e-67	4.02960916984e-85	9	187452777	188670555	18324.9138916
2	122280000	122290000	2	122470000	122480000	255,255,0	225	99.2837	100.007	118.027	128.275	6.67941607828e-13	6.98864115612e-13	1.03912829412e-12	4.63650621393e-05	6	122288333	122480000	15365.9074288
1	116150000	116160000	1	116250000	116260000	255,255,0	225	103.561	99.1189	127.969	105.88	6.67941607828e-13	6.98864115612e-13	4.5597207362e-05	1.08587555668e-12	5	116151000	116253000	12649.1106407
20	5510000	5520000	20	5760000	5770000	255,255,0	224	118.478	100.129	109.325	148.566	1.14730681348e-12	1.19722400708e-12	1.78914739709e-12	6.33053812104e-05	3	5518333	5765000	12018.5042515
16	21200000	21210000	16	21280000	21290000	255,255,0	224	105.858	117.893	146.073	126.084	1.14730681348e-12	1.19722400708e-12	6.23912975676e-05	6.33053812104e-05	2	21205000	21295000	10000.0
15	69020000	69030000	15	69160000	69170000	255,255,0	224	106.417	99.4098	105.925	124.737	1.14730681348e-12	1.19722400708e-12	1.78914739709e-12	6.33053812104e-05	2	69025000	69170000	5000.0
12	6440000	6450000	12	6570000	6580000	255,255,0	224	108.946	113.857	145.134	116.118	1.14730681348e-12	1.19722400708e-12	6.23912975676e-05	1.86140223153e-12	1	6445000	6575000	0
12	104590000	104600000	12	104750000	104760000	255,255,0	224	80.6709	70.722	77.5748	88.767	4.07847791024e-23	4.93933392175e-36	6.16063816537e-23	6.29689652489e-23	9	104599444	104752777	18324.9138916
11	122500000	122510000	11	122620000	122630000	255,255,0	224	87.2925	100.436	116.648	119.557	4.07847791024e-23	1.19722400708e-12	1.78914739709e-12	1.86140223153e-12	6	122508333	122641666	23570.2260395
10	76020000	76030000	10	76850000	76860000	255,255,0	224	75.5369	78.2945	87.925	97.6044	6.76380605233e-36	3.34743842822e-23	6.16063816537e-23	1.86140223153e-12	9	76012777	76856111	17812.4661576
9	34430000	34440000	9	34590000	34600000	255,255,0	224	94.4372	102.449	120.009	128.467	4.07847791024e-23	1.19722400708e-12	1.78914739709e-12	6.33053812104e-05	5	34431000	34599000	26683.3281283
9	116210000	116220000	9	116420000	116430000	255,255,0	224	79.3094	81.5997	94.5848	107.255	4.07847791024e-23	3.34743842822e-23	6.16063816537e-23	1.86140223153e-12	11	116205909	116416818	22452.889155
8	6420000	6430000	8	6630000	6640000	255,255,0	224	95.0645	115.113	122.122	144.365	4.07847791024e-23	1.19722400708e-12	6.23912975676e-05	6.33053812104e-05	4	6430000	6640000	7071.06781187
6	74380000	74390000	6	74440000	74450000	255,255,0	224	105.268	90.0804	104.764	85.0716	1.14730681348e-12	3.34743842822e-23	1.78914739709e-12	6.29689652489e-23	2	74385000	74440000	5000.0
3	123040000	123050000	3	123270000	123280000	255,255,0	224	74.1088	67.9249	82.1247	84.1222	6.76380605233e-36	4.93933392175e-36	6.16063816537e-23	6.29689652489e-23	7	123047857	123275000	12857.1428571
3	132070000	132080000	3	132120000	132130000	255,255,0	224	89.6422	89.3291	90.0798	107.761	4.07847791024e-23	3.34743842822e-23	6.16063816537e-23	1.86140223153e-12	3	132068333	132121666	7453.559925
2	73120000	73130000	2	73200000	73210000	255,255,0	224	112.023	109.503	121.588	116.913	1.14730681348e-12	1.19722400708e-12	1.78914739709e-12	1.86140223153e-12	2	73130000	73200000	7071.06781187
22	46040000	46050000	22	46370000	46380000	255,255,0	223	54.2743	73.4361	83.0808	98.0684	5.62643569655e-50	1.34342335168e-35	1.32213079457e-22	3.21715145716e-12	8	46041250	46372500	18582.5859341
16	53090000	53100000	16	53230000	53240000	255,255,0	223	92.4598	94.2514	140.384	98.0025	8.83889312673e-23	7.25092209291e-23	8.53478332236e-05	3.21715145716e-12	5	53091000	53247000	12649.1106407
8	105520000	105530000	8	105680000	105690000	255,255,0	223	103.971	89.2356	111.609	103.454	1.97022837386e-12	7.25092209291e-23	3.07373037699e-12	3.21715145716e-12	3	105521666	105688333	7453.559925
7	25930000	25940000	7	26100000	26110000	255,255,0	223	82.8393	73.82	94.8406	86.209	8.83889312673e-23	1.34342335168e-35	1.32213079457e-22	1.35642249631e-22	8	25933750	26103750	14252.1928137
7	26310000	26320000	7	26400000	26410000	255,255,0	223	120.507	105.625	101.633	106.611	1.97022837386e-12	2.05861997086e-12	3.07373037699e-12	3.21715145716e-12	3	26321666	26395000	12018.5042515
6	31160000	31170000	6	31230000	31240000	255,255,0	223	110.481	117.235	120.457	122.418	1.97022837386e-12	2.05861997086e-12	3.07373037699e-12	8.61521003533e-05	4	31170000	31235000	11180.3398875
4	110970000	110980000	4	111120000	111130000	255,255,0	223	97.6847	102.692	112.469	127.059	1.97022837386e-12	2.05861997086e-12	3.07373037699e-12	8.61521003533e-05	7	110973571	111123571	18626.2925863
2	26820000	26830000	2	26960000	26970000	255,255,0	223	77.8088	71.2667	77.1956	85.0536	8.83889312673e-23	1.34342335168e-35	1.32213079457e-22	1.35642249631e-22	7	26829285	26966428	15779.0871674
1	23300000	23310000	1	23510000	23520000	255,255,0	223	72.2109	69.4986	85.169	80.6439	1.84211357582e-35	1.34342335168e-35	1.32213079457e-22	1.35642249631e-22	6	23303333	23516666	11785.1130198
X	47420000	47430000	X	47500000	47510000	255,255,0	223	119.448	105.833	110.268	110.983	1.97022837386e-12	2.05861997086e-12	3.07373037699e-12	3.21715145716e-12	5	47431000	47501000	15231.5462117
22	30790000	30800000	22	30880000	30890000	255,255,0	222	110.839	108.994	118.236	130.64	3.34875055092e-12	3.52085873646e-12	5.27202563417e-12	0.000117473649776	4	30790000	30880000	7071.06781187
20	30440000	30450000	20	30610000	30620000	255,255,0	222	94.8383	114.954	140.784	119.977	1.90278616292e-22	3.52085873646e-12	0.000115459181719	5.46215800077e-12	1	30445000	30615000	0
19	11400000	11410000	19	11590000	11600000	255,255,0	222	98.2491	103.003	127.257	116.645	3.34875055092e-12	3.52085873646e-12	0.000115459181719	5.46215800077e-12	3	11401666	11591666	7453.559925
19	18560000	18570000	19	18780000	18790000	255,255,0	222	122.497	100.62	135.856	107.159	6.60671378419e-05	3.52085873646e-12	0.000115459181719	5.46215800077e-12	1	18565000	18785000	0
17	1170000	1180000	17	1410000	1420000	255,255,0	222	86.1409	110.233	124.853	135.226	1.90278616292e-22	3.52085873646e-12	0.000115459181719	0.000117473649776	4	1167500	1412500	12747.548784
17	8310000	8320000	17	8650000	8660000	255,255,0	222	81.7219	87.126	112.922	103.455	1.90278616292e-22	1.5698001371e-22	5.27202563417e-12	5.46215800077e-12	8	8311250	8655000	20348.5257451
13	24590000	24600000	13	24790000	24800000	255,255,0	222	87.1607	80.3456	76.3633	112.978	1.90278616292e-22	1.5698001371e-22	8.91948240017e-35	5.46215800077e-12	9	24610555	24793888	17916.1283296
12	3240000	3250000	12	3380000	3390000	255,255,0	222	76.6877	77.1107	89.0845	90.5316	4.89171453782e-35	3.60445530646e-35	2.82745128581e-22	2.92996963724e-22	4	3245000	3382500	10307.764064
9	102790000	102800000	9	102970000	102980000	255,255,0	222	61.9668	65.8955	79.3183	85.9409	4.89171453782e-35	3.60445530646e-35	2.82745128581e-22	2.92996963724e-22	6	102793333	102976666	11785.1130198
9	132400000	132410000	9	132540000	132550000	255,255,0	222	102.145	83.7947	107.539	104.748	3.34875055092e-12	1.5698001371e-22	5.27202563417e-12	5.46215800077e-12	5	132411000	132547000	12649.1106407
6	32400000	32410000	6	32570000	32580000	255,255,0	222	125.555	99.5396	144.627	72.7951	6.60671378419e-05	3.52085873646e-12	0.000115459181719	8.89205067423e-35	3	32408333	32558333	16996.731712
5	94990000	95000000	5	95180000	95190000	255,255,0	222	67.9047	70.5886	89.4933	85.7869	4.89171453782e-35	3.60445530646e-35	2.82745128581e-22	2.92996963724e-22	8	94990000	95180000	15811.3883008
5	153560000	153570000	5	153780000	153790000	255,255,0	222	94.2923	82.6377	92.1251	104.937	1.90278616292e-22	1.5698001371e-22	2.82745128581e-22	5.46215800077e-12	4	153572500	153787500	12747.548784
4	41690000	41700000	4	41880000	41890000	255,255,0	222	53.1856	48.3033	57.0547	62.6177	1.93327356655e-49	1.42126896981e-65	2.56151720032e-49	8.89205067423e-35	8	41696250	41886250	14252.1928137
4	78160000	78170000	4	78270000	78280000	255,255,0	222	77.6852	76.1957	103.543	78.8172	1.90278616292e-22	3.60445530646e-35	5.27202563417e-12	2.92996963724e-22	4	78162500	78282500	12747.548784
3	47120000	47130000	3	47360000	47370000	255,255,0	222	106.508	118.383	117.68	141.462	3.34875055092e-12	3.52085873646e-12	5.27202563417e-12	0.000117473649776	1	47125000	47365000	0
3	182430000	182440000	3	182550000	182560000	255,255,0	222	77.7103	71.8786	113.911	67.1323	1.90278616292e-22	3.60445530646e-35	5.27202563417e-12	8.89205067423e-35	1	182435000	182555000	0
2	198660000	198670000	2	198990000	199000000	255,255,0	222	65.7906	51.5401	60.8981	67.9885	4.89171453782e-35	1.12199063898e-49	2.56151720032e-49	8.89205067423e-35	7	198673571	198992142	15452.3626091
22	33700000	33710000	22	33970000	33980000	255,255,0	221	72.8156	76.6272	97.5976	86.6622	1.31143673691e-34	9.75982378213e-35	8.91109092399e-12	6.27654658137e-22	5	33701000	33975000	14000.0
20	32450000	32460000	20	32650000	32660000	255,255,0	221	98.2521	113.79	139.889	115.986	5.70258178473e-12	6.02219266671e-12	0.000156945968369	9.29664571705e-12	1	32455000	32655000	0
